1, 112.45151774332291
2, 108.26234443528428
3, 101.49063044517513
4, 96.31162898391162
5, 92.23211468699905
6, 89.01423127861307
7, 86.385320997832
8, 84.19077652278011
9, 82.36213432423646
10, 80.78815260439305
11, 79.4557641794144
12, 78.26834703843018
13, 77.22678559252384
14, 76.31273196285734
15, 75.48871931422774
16, 74.73318459228271
17, 74.05072888861112
18, 73.43391795635303
19, 72.87282030401637
20, 72.34715780853043
21, 71.86510621535916
22, 71.42136266823945
23, 71.01145901805164
24, 70.63160264198828
25, 70.27855256058606
26, 69.94952200382362
27, 69.6421010307414
28, 69.34979092840041
29, 69.07455171383383
30, 68.81558777156538
31, 68.57146618037851
32, 68.34091886348232
33, 68.12281949104748
34, 67.91616431766437
35, 67.72005552496577
36, 67.53368765775808
37, 67.35633598188241
38, 67.18734656642118
39, 67.02612779855274
40, 66.8721430945678
41, 66.72490461426104
42, 66.58396782070933
43, 66.44892665790454
44, 66.31940633325742
45, 66.19506970352285
46, 66.07560383444977
47, 65.96072072295328
48, 65.85015485018688
49, 65.74366101822298
50, 65.64101243262174
51, 65.54199899880676
52, 65.44642580487259
53, 65.35411176738995
54, 65.2648745281425
55, 65.17854533834212
56, 65.09500491400122
57, 65.01411647597342
58, 64.93575213860282
59, 64.85979219464436
60, 64.78612446831308
61, 64.71464372899064
62, 64.64525115904085
63, 64.57785386998238
64, 64.51236446195786
65, 64.44870062203448
66, 64.38678475739202
67, 64.32654365990483
68, 64.26790819902105
69, 64.21081304018516
70, 64.15519638635438
71, 64.10099974042338
72, 64.04816768660616
73, 63.996647689029324
74, 63.94638990597294
75, 63.89734701835538
76, 63.849474071201094
77, 63.80272832695635
78, 63.75706912963044
79, 63.7124577788392
80, 63.66885741291734
81, 63.62623290034425
82, 63.584550738801035
83, 63.54377896123811
84, 63.50388704839044
85, 63.46484584722926
86, 63.42662749488372
87, 63.38920534760894
88, 63.35255391441261
89, 63.316648794987024
90, 63.28146662162343
91, 63.24698500481299
92, 63.21318248226348
93, 63.1800384710838
94, 63.147533222908024
95, 63.115647781750106
96, 63.08436394439686
97, 63.05366422316206
98, 63.0235318108386
99, 62.993950547698795
100, 62.96490489040386
