1, 7.100352315144153e+33
2, 4.0749613405366255e+36
3, 9.461371611080001e+30
4, 9.833072820542794e+28
5, 5.816116328750153e+27
6, 6.251059832899795e+26
7, 1.0105849014377584e+26
8, 2.2077459238339633e+25
9, 6.215455171721114e+24
10, 2.087647780987442e+24
11, 8.29026372722289e+23
12, 3.6401574562046956e+23
13, 1.7683935901492533e+23
14, 9.38472112862354e+22
15, 5.301134800118635e+22
16, 3.140004234661943e+22
17, 1.956548402476383e+22
18, 1.275886387625498e+22
19, 8.647782937652779e+21
20, 6.00709639969976e+21
21, 4.3008333271814483e+21
22, 3.1620773863982985e+21
23, 2.380012293332118e+21
24, 1.829072992165816e+21
25, 1.432030845312541e+21
26, 1.1399985672316144e+21
27, 9.212157857170322e+20
28, 7.522587750771019e+20
29, 6.216014271578128e+20
30, 5.1946475727850163e+20
31, 4.385995350467018e+20
32, 3.7382342236314796e+20
33, 3.213749751046139e+20
34, 2.7848554009139518e+20
35, 2.430905191093808e+20
36, 2.136317031155713e+20
37, 1.8891982237172816e+20
38, 1.6803766789400845e+20
39, 1.5027092528841222e+20
40, 1.350581964155854e+20
41, 1.219544766168573e+20
42, 1.1060418102864021e+20
43, 1.0072101733074156e+20
44, 9.207264107634278e+19
45, 8.446981554590812e+19
46, 7.775686381580263e+19
47, 7.180513006852907e+19
48, 6.650768467114871e+19
49, 6.1775175978850165e+19
50, 5.753255853128413e+19
51, 5.371649589088486e+19
52, 5.027328639685791e+19
53, 4.715719689309275e+19
54, 4.4328689896337105e+19
55, 4.175391671282868e+19
56, 3.94047926899456e+19
57, 3.725625529180164e+19
58, 3.528654883612402e+19
59, 3.347672487566824e+19
60, 3.1810226963983233e+19
61, 3.0272544141938692e+19
62, 2.8850920636415582e+19
63, 2.7534111734764364e+19
64, 2.6312177745583604e+19
65, 2.517630949702286e+19
66, 2.411868004872543e+19
67, 2.3132318271687143e+19
68, 2.2211000734909473e+19
69, 2.13491589695819e+19
70, 2.05417996925389e+19
71, 1.9784435985530307e+19
72, 1.907302776486365e+19
73, 1.8403930152402498e+19
74, 1.7773848585769452e+19
75, 1.7179799692409948e+19
76, 1.6619077106524959e+19
77, 1.6089221535796566e+19
78, 1.5587994491195197e+19
79, 1.5113355181831412e+19
80, 1.4663440150995399e+19
81, 1.423654529171303e+19
82, 1.3831109932479777e+19
83, 1.3445702727916284e+19
84, 1.3079009126388429e+19
85, 1.272982021823404e+19
86, 1.2397022795075664e+19
87, 1.2079590473573048e+19
88, 1.177657575646522e+19
89, 1.1487102920459426e+19
90, 1.1210361634824444e+19
91, 1.0945601226846915e+19
92, 1.0692125520890262e+19
93, 1.0449288186932417e+19
94, 1.0216488542344778e+19
95, 9.993167757518354e+18
96, 9.778805421869842e+18
97, 9.572916431915809e+18
98, 9.375048167594072e+18
99, 9.184777926929198e+18
100, 9.001710592557546e+18
101, 8.825476506625393e+18
102, 8.655729533199071e+18
103, 8.492145289629604e+18
104, 8.334419530346615e+18
105, 8.182266668336193e+18
106, 8.035418421137995e+18
107, 7.893622569585531e+18
108, 7.756641818485363e+18
109, 7.624252747898316e+18
110, 7.496244859230649e+18
111, 7.372419682555847e+18
112, 7.252589961898088e+18
113, 7.136578903971092e+18
114, 7.024219484107762e+18
115, 6.915353805159634e+18
116, 6.809832504819205e+18
117, 6.70751420724431e+18
118, 6.608265015255925e+18
119, 6.511958039727589e+18
120, 6.418472963097406e+18
121, 6.327695634212617e+18
122, 6.239517691972866e+18
123, 6.153836215463262e+18
124, 6.070553398473541e+18
125, 5.989576246486584e+18
126, 5.910816294386468e+18
127, 5.834189343285196e+18
128, 5.759615215008472e+18
129, 5.687017522900602e+18
130, 5.616323457725102e+18
131, 5.547463587536802e+18
132, 5.480371670495561e+18
133, 5.414984479675782e+18
134, 5.351241639003039e+18
135, 5.289085469518889e+18
136, 5.228460845237136e+18
137, 5.169315057917699e+18
138, 5.111597690130908e+18
139, 5.05526049603896e+18
140, 5.000257289363112e+18
141, 4.94654383804636e+18
142, 4.894077765158387e+18
143, 4.842818455624476e+18
144, 4.792726968390065e+18
145, 4.743765953662604e+18
146, 4.695899574898187e+18
147, 4.649093435224494e+18
148, 4.6033145080138445e+18
149, 4.5585310713424343e+18
150, 4.514712646086876e+18
151, 4.471829937431411e+18
152, 4.429854779570676e+18
153, 4.38876008341249e+18
154, 4.3485197870925507e+18
155, 4.3091088091334185e+18
156, 4.270503004084012e+18
157, 4.2326791204927043e+18
158, 4.195614761074172e+18
159, 4.159288344938945e+18
160, 4.1236790717659546e+18
161, 4.0887668878037627e+18
162, 4.0545324535938934e+18
163, 4.020957113318387e+18
164, 3.9880228656780667e+18
165, 3.9557123362141425e+18
166, 3.924008750993017e+18
167, 3.8928959115772165e+18
168, 3.8623581712109343e+18
169, 3.8323804121534e+18
170, 3.8029480240972785e+18
171, 3.774046883612782e+18
172, 3.7456633345622574e+18
173, 3.717784169432653e+18
174, 3.6903966115378186e+18
175, 3.6634882980434703e+18
176, 3.6370472637723965e+18
177, 3.6110619257484375e+18
178, 3.585521068441435e+18
179, 3.5604138296765537e+18
180, 3.535729687174292e+18
181, 3.511458445688091e+18
182, 3.487590224711132e+18
183, 3.4641154467215585e+18
184, 3.441024825940735e+18
185, 3.4183093575783014e+18
186, 3.3959603075403863e+18
187, 3.37396920257807e+18
188, 3.352327820854393e+18
189, 3.3310281829104456e+18
190, 3.3100625430100813e+18
191, 3.2894233808461793e+18
192, 3.269103393591066e+18
193, 3.249095488274354e+18
194, 3.2293927744728e+18
195, 3.209988557298791e+18
196, 3.190876330671638e+18
197, 3.1720497708603453e+18
198, 3.153502730284517e+18
199, 3.1352292315616625e+18
200, 3.117223461790013e+18
201, 3.0994797670559094e+18
202, 3.08199264715623e+18
203, 3.0647567505251886e+18
204, 3.047766869357713e+18
205, 3.031017934919975e+18
206, 3.014505013038998e+18
207, 2.998223299763391e+18
208, 2.9821681171882696e+18
209, 2.966334909436732e+18
210, 2.9507192387916846e+18
211, 2.935316781970789e+18
212, 2.9201233265396357e+18
213, 2.9051347674563907e+18
214, 2.8903471037422653e+18
215, 2.875756435273911e+18
216, 2.861358959690775e+18
217, 2.8471509694142223e+18
218, 2.8331288487728594e+18
219, 2.8192890712304215e+18
220, 2.805628196711484e+18
221, 2.7921428690214395e+18
222, 2.778829813356447e+18
223, 2.765685833900601e+18
224, 2.752707811506004e+18
225, 2.739892701452794e+18
226, 2.727237531286047e+18
227, 2.7147393987265167e+18
228, 2.7023954696520566e+18
229, 2.690202976147487e+18
230, 2.6781592146196e+18
231, 2.6662615439757537e+18
232, 2.654507383862273e+18
233, 2.64289421296182e+18
234, 2.6314195673463885e+18
235, 2.6200810388845834e+18
236, 2.608876273700487e+18
237, 2.597802970682837e+18
238, 2.5868588800421745e+18
239, 2.576041801914378e+18
240, 2.5653495850088054e+18
241, 2.554780125299602e+18
242, 2.544331364758419e+18
243, 2.5340012901266703e+18
244, 2.5237879317269775e+18
245, 2.513689362311291e+18
246, 2.503703695944855e+18
247, 2.493829086924743e+18
248, 2.4840637287316603e+18
249, 2.474405853014004e+18
250, 2.464853728602581e+18
251, 2.4554056605555523e+18
252, 2.4460599892321915e+18
253, 2.4368150893941914e+18
254, 2.4276693693345065e+18
255, 2.418621270031489e+18
256, 2.4096692643284434e+18
257, 2.400811856137624e+18
258, 2.3920475796671785e+18
259, 2.3833749986710733e+18
260, 2.3747927057208074e+18
261, 2.366299321498199e+18
262, 2.357893494108552e+18
263, 2.3495738984137917e+18
264, 2.3413392353845535e+18
265, 2.3331882314707205e+18
266, 2.3251196379898593e+18
267, 2.317132230533073e+18
268, 2.3092248083872957e+18
269, 2.301396193974207e+18
270, 2.2936452323043126e+18
271, 2.285970790446523e+18
272, 2.2783717570124198e+18
273, 2.2708470416545244e+18
274, 2.2633955745784504e+18
275, 2.256016306068403e+18
276, 2.2487082060256637e+18
277, 2.2414702635193172e+18
278, 2.2343014863494554e+18
279, 2.2272009006217784e+18
280, 2.220167550333912e+18
281, 2.2132004969725105e+18
282, 2.2062988191209702e+18
283, 2.1994616120780485e+18
284, 2.192687987485793e+18
285, 2.1859770729677012e+18
286, 2.1793280117764047e+18
287, 2.1727399624500992e+18
288, 2.1662120984781555e+18
289, 2.1597436079754314e+18
290, 2.1533336933648164e+18
291, 2.1469815710677998e+18
292, 2.1406864712033065e+18
293, 2.1344476372937265e+18
294, 2.128264325978669e+18
295, 2.1221358067360422e+18
296, 2.116061361609675e+18
297, 2.11004028494422e+18
298, 2.1040718831264947e+18
299, 2.0981554743331814e+18
300, 2.0922667380743127e+18
301, 2.0863670849307412e+18
302, 2.0805182281096799e+18
303, 2.0747195192997235e+18
304, 2.068970321015986e+18
305, 2.063270006378019e+18
306, 2.0576179588932918e+18
307, 2.052013572245663e+18
308, 2.0464562500892728e+18
309, 2.0409454058470075e+18
310, 2.0354804625139144e+18
311, 2.0300608524655237e+18
312, 2.0246860172701676e+18
313, 2.019355407506273e+18
314, 2.0140684825837809e+18
315, 2.0088247105695227e+18
316, 2.003623568016939e+18
317, 1.9984645397996692e+18
318, 1.9933471189489723e+18
319, 1.9882708064949238e+18
320, 1.9832351113113938e+18
321, 1.9782395499641777e+18
322, 1.9732836465632018e+18
323, 1.9683669326174956e+18
324, 1.963488946893803e+18
325, 1.9586492352785498e+18
326, 1.9538473506422036e+18
327, 1.9490828527075768e+18
328, 1.9443553079204751e+18
329, 1.9396642893234004e+18
330, 1.93500937643212e+18
331, 1.9303901551148314e+18
332, 1.9258062174742692e+18
333, 1.9212571617319342e+18
334, 1.9167425921154427e+18
335, 1.9122621187477059e+18
336, 1.9078153575391214e+18
337, 1.903401930081709e+18
338, 1.8990214635456212e+18
339, 1.8946735905780096e+18
340, 1.890357949203891e+18
341, 1.8860741827292278e+18
342, 1.8818219396461437e+18
343, 1.877600873539892e+18
344, 1.8734106429982077e+18
345, 1.8692509115220667e+18
346, 1.8651213474389578e+18
347, 1.8610216238172155e+18
348, 1.856951418382847e+18
349, 1.8529104134376643e+18
350, 1.8488982957792202e+18
351, 1.8449147566225216e+18
352, 1.840959491523172e+18
353, 1.8370322003021373e+18
354, 1.83313258697237e+18
355, 1.8292603596663104e+18
356, 1.825415230565524e+18
357, 1.821596915831186e+18
358, 1.817805135536517e+18
359, 1.8140396136002025e+18
360, 1.8103000777212e+18
361, 1.806586259315055e+18
362, 1.8028978934512796e+18
363, 1.7992347187920197e+18
364, 1.795596477532146e+18
365, 1.7919829153401754e+18
366, 1.7883937813006295e+18
367, 1.7848288278574958e+18
368, 1.7812878107586929e+18
369, 1.7777704890016384e+18
370, 1.7742766247799903e+18
371, 1.770805983431395e+18
372, 1.7673583333860605e+18
373, 1.7639334461166584e+18
374, 1.760531096088846e+18
