1, 7.100352315144153e+33, 112.45151774332291
2, 3.892360672758494e+32, 108.26234443528428
3, 3.5622471103372975e+30, 101.49063044517513
4, 9.833072820542794e+28, 96.31162898391162
5, 5.816116328750153e+27, 92.23211468699905
6, 6.251059832899795e+26, 89.01423127861307
7, 1.0105849014377584e+26, 86.385320997832
8, 2.2077459238339633e+25, 84.19077652278011
9, 6.215455171721114e+24, 82.36213432423646
10, 2.087647780987442e+24, 80.78815260439305
11, 8.29026372722289e+23, 79.4557641794144
12, 3.6401574562046956e+23, 78.26834703843018
13, 1.7683935901492533e+23, 77.22678559252384
14, 9.38472112862354e+22, 76.31273196285734
15, 5.301134800118635e+22, 75.48871931422774
16, 3.140004234661943e+22, 74.73318459228271
17, 1.956548402476383e+22, 74.05072888861112
18, 1.275886387625498e+22, 73.43391795635303
19, 8.647782937652779e+21, 72.87282030401637
20, 6.00709639969976e+21, 72.34715780853043
21, 4.3008333271814483e+21, 71.86510621535916
22, 3.1620773863982985e+21, 71.42136266823945
23, 2.380012293332118e+21, 71.01145901805164
24, 1.829072992165816e+21, 70.63160264198828
25, 1.432030845312541e+21, 70.27855256058606
26, 1.1399985672316144e+21, 69.94952200382362
27, 9.212157857170322e+20, 69.6421010307414
28, 7.522587750771019e+20, 69.34979092840041
29, 6.216014271578128e+20, 69.07455171383383
30, 5.1946475727850163e+20, 68.81558777156538
31, 4.385995350467018e+20, 68.57146618037851
32, 3.7382342236314796e+20, 68.34091886348232
33, 3.213749751046139e+20, 68.12281949104748
34, 2.7848554009139518e+20, 67.91616431766437
35, 2.430905191093808e+20, 67.72005552496577
36, 2.136317031155713e+20, 67.53368765775808
37, 1.8891982237172816e+20, 67.35633598188241
38, 1.6803766789400845e+20, 67.18734656642118
39, 1.5027092528841222e+20, 67.02612779855274
40, 1.350581964155854e+20, 66.8721430945678
41, 1.219544766168573e+20, 66.72490461426104
42, 1.1060418102864021e+20, 66.58396782070933
43, 1.0072101733074156e+20, 66.44892665790454
44, 9.207264107634278e+19, 66.31940633325742
45, 8.446981554590812e+19, 66.19506970352285
46, 7.775686381580263e+19, 66.07560383444977
47, 7.180513006852907e+19, 65.96072072295328
48, 6.650768467114871e+19, 65.85015485018688
49, 6.1775175978850165e+19, 65.74366101822298
50, 5.753255853128413e+19, 65.64101243262174
51, 5.371649589088486e+19, 65.54199899880676
52, 5.027328639685791e+19, 65.44642580487259
53, 4.715719689309275e+19, 65.35411176738995
54, 4.4328689896337105e+19, 65.2648745281425
55, 4.175391671282868e+19, 65.17854533834212
56, 3.94047926899456e+19, 65.09500491400122
57, 3.725625529180164e+19, 65.01411647597342
58, 3.528654883612402e+19, 64.93575213860282
59, 3.347672487566824e+19, 64.85979219464436
60, 3.1810226963983233e+19, 64.78612446831308
61, 3.0272544141938692e+19, 64.71464372899064
